Name,Marketcap,Country,Share price,Change (1 day),Change (1 year),Categories
Vivendi,$9.83 B,France,$9.59,2.42%,2.24%,🇫🇷 CAC 40
Banque Cantonale Vaudoise,$10.05 B,Switzerland,$117.08,0.79%,23.83%,"🏦 Banks, 💳 Financial services"
Mitsui O.S.K. Lines,$9.95 B,Japan,$27.52,-1.81%,14.95%,"🚚 Transportation, 🚢 Container shipping, 🚢 Maritime transportation"
Toll Brothers,$9.98 B,USA,$92.86,1.86%,87.75%,🏗 Construction
Emera,$9.91 B,Canada,$36.14,-0.77%,-6.57%,N/A
Essential Utilities,$9.83 B,USA,$36.00,-0.91%,-25.40%,🚰 Utility companies
Siam Cement,$9.98 B,Thailand,$8.32,-1.02%,-12.24%,"Cement, 🧱 Building materials"
Multiply Group,$9.91 B,eu United Arab Emirates,$0.89,-4.41%,-34.56%,💰 Investment
Abu Dhabi Islamic Bank (ADIB),$9.91 B,eu United Arab Emirates,$2.73,-2.34%,9.64%,"🏦 Banks, 💳 Financial services"
Chesapeake Energy,$9.83 B,USA,$75.05,0.01%,-20.25%,"🛢 Oil&Gas, ⚡ Energy"
West Japan Railway,$9.90 B,Japan,$40.66,-0.78%,-3.12%,"🚂 Railways, 🚚 Transportation"
Nitto Denko,$9.90 B,Japan,$69.48,-2.48%,13.75%,🏭 Manufacturing
MarketAxess,$9.91 B,USA,$261.68,0.31%,-7.59%,💳 Financial services
RaiaDrogasil,$9.81 B,Brazil,$5.72,-0.18%,31.80%,"🛍️ Retail, 💊 Drugstore"
"M3, Inc",$9.88 B,Japan,$14.56,-4.87%,-50.84%,"⚕️ Healthcare, 👨‍💻 Software, 🖥️ Internet, 👩‍💻 Tech"
Telia Company,$9.88 B,Sweden,$2.51,0.04%,-8.06%,📡 Telecommunication
Credicorp,$9.91 B,Bermuda,$124.67,-0.21%,-14.15%,"🏦 Banks, 💳 Financial services"
Novatek Microelectronics,$9.83 B,Taiwan,$16.16,-0.20%,66.43%,"📟 Semiconductors, 👩‍💻 Tech, 💻 Tech Hardware"
Advanced Drainage Systems,$9.83 B,USA,$126.23,0.74%,42.41%,N/A
SK Innovation,$9.92 B,South Korea,$69.17,0.22%,-8.47%,"🛢 Oil&Gas, ⚡ Energy"
Allegion,$9.68 B,Ireland,$110.34,5.00%,-0.47%,N/A
Ford Otosan,$9.82 B,Turkey,$28.00,-0.06%,25.28%,"🚗 Automakers, 🏭 Manufacturing"
WPP,$9.75 B,UK,$45.39,0.09%,-11.07%,➡️ Advertising
Polycab India,$9.81 B,India,$65.34,0.49%,96.69%,N/A
Wharf REIC,$9.81 B,Hong Kong,$3.23,0.60%,-38.12%,"🏠 Real estate, 💰 Investment"
Huntington Ingalls Industries,$9.80 B,USA,$246.89,0.69%,4.95%,🔫 Defense contractors
Suntory,$9.77 B,Japan,$31.65,-1.15%,-4.93%,"🍷 Alcoholic beverages, 🥤 Beverages"
Sonic Healthcare,$9.73 B,Australia,$20.46,2.74%,0.00%,⚕️ Diagnostics and Testing
Empresas Copec,$9.80 B,Chile,$7.54,0.58%,5.90%,🏙 Conglomerate
Volvo Car,$9.79 B,Sweden,$3.29,-1.24%,-30.15%,"🚗 Automakers, 🏭 Manufacturing"
Tōkyō Gas,$9.76 B,Japan,$23.86,-0.23%,29.82%,"🛢 Oil&Gas, ⚡ Energy"
Wiwynn,$9.73 B,Taiwan,$55.68,1.16%,89.13%,"👩‍💻 Tech, 💻 Tech Hardware"
Asahi Kasei,$9.74 B,Japan,$7.03,0.69%,-3.70%,🧪 Chemicals
Largan Precision,$9.72 B,Taiwan,$72.87,-0.87%,-0.56%,🔌 Electronics
Nemetschek,$9.80 B,Germany,$84.63,1.29%,75.91%,"👨‍💻 Software, 👩‍💻 Tech"
Swire Pacific,$9.74 B,Hong Kong,$7.40,-0.52%,-5.49%,💰 Investment
DaVita,$9.82 B,USA,$107.58,1.74%,43.61%,⚕️ Healthcare
Bank of Ireland Group,$9.91 B,Ireland,$8.75,-1.22%,3.43%,"🏦 Banks, 💳 Financial services"
HELLA,$9.84 B,Germany,$87.20,0.25%,3.87%,"🚘 Automotive Suppliers, 🏭 Manufacturing, auto parts"
East West Bancorp,$9.67 B,USA,$68.62,1.95%,4.40%,"🏦 Banks, 💳 Financial services"
Indian Overseas Bank,$9.68 B,India,$0.51,-3.29%,64.52%,"🏦 Banks, 💳 Financial services"
LG Corp,$9.66 B,South Korea,$62.77,0.86%,3.63%,🔌 Electronics
Service Corporation International,$9.64 B,USA,$65.26,0.05%,-5.91%,N/A
American Financial Group,$9.70 B,USA,$115.82,0.39%,-16.25%,🏦 Insurance
Unibail-Rodamco-Westfield,$9.48 B,France,$68.23,1.18%,N/A,"🏠 Real estate, 🇫🇷 CAC 40"
DocuSign,$10.10 B,USA,$49.73,4.83%,13.67%,"👨‍💻 Software, 👩‍💻 Tech"
Bank Pekao (Bank Polska Kasa Opieki),$9.66 B,Poland,$36.83,0.20%,99.19%,"🏦 Banks, 💳 Financial services"
Etsy,$9.58 B,USA,$80.08,1.41%,-40.46%,"🛒 E-Commerce, 🖥️ Internet, 👩‍💻 Tech"
Advantech,$9.59 B,Taiwan,$11.20,0.14%,4.19%,👩‍💻 Tech
Hua Nan Financial Holdings,$9.59 B,Taiwan,$0.70,0.45%,-5.41%,"🏦 Banks, 💳 Financial services"
Bruker,$9.40 B,USA,$67.97,-1.21%,1.71%,"⚕️ Diagnostics and Testing, 🏭 Manufacturing, 🔬 Scientific & Technical Instruments"
Apollo Hospitals,$9.58 B,India,$66.65,1.72%,16.52%,"⚕️ Healthcare, 🏥 Medical Care Facilities"
Siemens Energy,$9.66 B,Germany,$12.17,-2.88%,-29.94%,"🔋 Electricity, 🇩🇪 DAX, ⚡ Energy"
Globant,$9.64 B,Luxembourg,$227.27,1.93%,27.87%,"👨‍💻 Software, 👩‍💻 Tech"
Sunny Optical,$9.57 B,China,$8.73,2.10%,-32.33%,N/A
CubeSmart,$9.54 B,USA,$42.18,0.88%,-1.29%,"🏠 Real estate, 💰 Investment, 🏘️ REITs"
Sabesp,$9.46 B,Brazil,$13.67,-0.58%,27.28%,N/A
Scentre Group,$9.52 B,Australia,$1.84,0.00%,-6.12%,🛍️ Retail
Northern Star,$9.52 B,Australia,$8.29,-0.63%,12.79%,"⛏️ Mining, ⛏️ Gold mining"
United Utilities,$9.52 B,UK,$13.97,0.36%,10.70%,🚰 Utility companies
Canara Bank,$9.54 B,India,$5.26,0.68%,33.50%,"🏦 Banks, 💳 Financial services"
Aisin Seiki,$9.55 B,Japan,$35.43,-3.93%,31.66%,🚘 Automotive Suppliers
Etihad Etisalat (Mobily),$9.53 B,Saudi Arabia,$12.38,-0.22%,37.10%,📡 Telecommunication
XPO Logistics,$9.51 B,USA,$82.05,2.00%,129.25%,🚚 Transportation
HF Sinclair,$9.46 B,USA,$52.67,0.61%,5.89%,"🛢 Oil&Gas, ⚡ Energy"
Insurance Australia Group,$9.47 B,Australia,$3.91,-0.17%,19.94%,🏦 Insurance
Qiagen,$9.53 B,Netherlands,$41.77,-0.59%,-15.08%,"🇩🇪 DAX, 🧬 Biotech"
PhosAgro,$9.40 B,Russia,$72.38,-0.71%,N/A,"🧪 Chemicals, 🚜 Agriculture"
Daiwa Securities Group,$9.49 B,Japan,$6.65,-1.24%,54.65%,"🏦 Banks, 💳 Financial services, 💰 Investment"
Samsung Life Insurance,$9.46 B,South Korea,$52.71,0.58%,-4.86%,🏦 Insurance
Korea Electric Power,$9.42 B,South Korea,$7.34,-2.13%,-0.94%,"🔋 Electricity, ⚡ Energy"
Accton Technology,$9.44 B,Taiwan,$16.93,0.76%,108.75%,"🔌 Electronics, 📞 Networking hardware, 📡 Telecommunications equipment, 🏭 Manufacturing"
SCB (Siam Commercial Bank),$9.51 B,Thailand,$2.83,-0.25%,-4.07%,"🏦 Banks, 💳 Financial services"
Sumitomo Denki Kōgyō,$9.46 B,Japan,$12.13,-3.18%,6.03%,🏭 Manufacturing
CapitaLand Mall Trust,$9.42 B,Singapore,$1.42,1.06%,-4.05%,"🏠 Real estate, 💰 Investment, 🏘️ REITs"
KakaoBank,$9.43 B,South Korea,$19.81,0.58%,-5.17%,"🏦 Banks, 💳 Financial services"
Wynn Resorts,$9.50 B,USA,$84.19,2.01%,-2.59%,"🏨 Hotels, 🎰 Gambling, Entertainment, 🌴 Travel"
ASUS,$9.41 B,Taiwan,$12.68,1.27%,44.91%,"👩‍💻 Tech, 🔌 Electronics, 💻 Tech Hardware"
Demant,$9.48 B,Denmark,$42.35,2.37%,55.64%,Medical devices
Computershare,$9.37 B,Australia,$15.54,0.17%,-12.45%,💳 Financial services
Yaskawa,$9.42 B,Japan,$36.03,-1.81%,8.00%,🔌 Electronics
Melrose Industries,$9.40 B,UK,$7.04,1.89%,118.63%,"💰 Investment, 🏭 Manufacturing"
Arab National Bank,$9.40 B,Saudi Arabia,$6.27,-0.59%,-21.63%,"🏦 Banks, 💳 Financial services"
Caesars Entertainment,$9.53 B,USA,$44.19,2.89%,-12.08%,"🎰 Gambling, Entertainment"
Permian Resources,$9.41 B,USA,$12.95,1.89%,48.17%,"🛢 Oil&Gas, ⚡ Energy"
ICICI Prulife,$9.39 B,India,$6.52,-0.68%,16.01%,🏦 Insurance
Mankind Pharma,$9.38 B,India,$23.43,-1.98%,N/A,"💊 Pharmaceuticals, 🧬 Biotech"
Dropbox,$9.31 B,USA,$27.59,-0.40%,22.57%,"👨‍💻 Software, 👩‍💻 Tech"
Henry Schein,$9.34 B,USA,$71.91,0.52%,-11.57%,⚕️ Healthcare
South32,$9.32 B,Australia,$2.06,0.00%,-25.36%,⛏️ Mining
Ascendas Reit,$9.32 B,Singapore,$2.12,0.71%,3.92%,"🏠 Real estate, 💰 Investment, 🏘️ REITs"
Banco Santander-Chile,$9.31 B,Chile,$19.42,-0.15%,25.70%,"🏦 Banks, 💳 Financial services"
Mizrahi-Tefahot,$9.31 B,Israel,$36.13,-0.37%,-0.61%,"🏦 Banks, 💳 Financial services"
Deutsche Wohnen,$9.33 B,Germany,$23.53,-3.02%,8.08%,🏠 Real estate
Chailease Holding,$9.29 B,Taiwan,$5.76,1.12%,-15.91%,💳 Financial services
ITT,$9.33 B,USA,$113.73,1.47%,39.00%,🏭 Manufacturing
Incannex Healthcare,$8.77 B,Australia,$5.53,-4.82%,67.58%,"💊 Pharmaceuticals, 🧬 Biotech"
Skechers,$9.30 B,USA,$60.43,1.16%,39.37%,👟 Footwear
Far EasTone,$9.26 B,Taiwan,$2.60,-0.61%,18.18%,📡 Telecommunication
Thai Beverage,$9.37 B,Thailand,$0.35,0.00%,-22.22%,"🍷 Alcoholic beverages, 🥤 Beverages"
Mitsubishi Chemical Holdings,$9.27 B,Japan,$6.52,-3.22%,24.19%,🧪 Chemicals
Elbit Systems,$9.26 B,Israel,$208.35,-0.41%,21.62%,"🚀 Aerospace, 🔫 Defense contractors"
Clean Harbors,$9.26 B,USA,$171.31,1.03%,44.58%,♻️ Waste & Recycling
Ipsen,$9.27 B,France,$111.27,-0.77%,-1.18%,"💊 Pharmaceuticals, 🧬 Biotech"
Fortune Brands Innovations,$9.25 B,USA,$73.43,1.49%,41.37%,🛡️ Security & Protection Services
China Resources Power Holdings,$9.22 B,Hong Kong,$1.92,-0.27%,7.26%,"🔋 Electricity, ⚡ Energy"
MicroStrategy,$9.37 B,USA,$599.39,4.96%,195.89%,"👨‍💻 Software, 👩‍💻 Tech, ₿ Bitcoin"
Universal Health Services,$9.38 B,USA,$137.45,2.31%,6.05%,⚕️ Healthcare
Annaly Capital Management,$9.15 B,USA,$18.31,1.44%,-14.96%,N/A
Juniper Networks,$9.24 B,USA,$28.99,0.45%,-10.66%,"👩‍💻 Tech, 📞 Networking hardware, 📡 Telecommunications equipment, 💻 Tech Hardware"
Shriram Transport Finance,$9.15 B,India,$24.37,-0.16%,49.78%,💳 Financial services
Duolingo,$9.02 B,USA,$214.75,1.58%,211.91%,"🖥️ Internet, 🎓 Education"
nVent Electric,$9.19 B,UK,$55.44,1.91%,41.03%,"🔋 Electricity, ⚡ Energy"
D'Ieteren Group,$9.22 B,Belgium,$174.29,2.34%,-7.95%,"🛍️ Retail, 🚗 Car retail"
Sasa Polyester,$9.14 B,Turkey,$1.72,-1.78%,-28.63%,🧪 Chemicals
BKW AG,$9.17 B,Switzerland,$173.74,-0.07%,29.55%,"🔋 Electricity, 🚰 Utility companies, ⚡ Energy"
GitLab,$9.21 B,USA,$59.20,0.22%,24.82%,"👨‍💻 Software, 👩‍💻 Tech"
ARC Resources,$9.10 B,Canada,$15.05,1.04%,15.95%,"🛢 Oil&Gas, ⚡ Energy"
Knight-Swift,$8.98 B,USA,$55.69,-1.07%,1.02%,🚚 Transportation
Repligen,$8.89 B,USA,$159.27,-1.61%,-8.40%,N/A
Mowi,$9.11 B,Norway,$17.63,0.00%,13.16%,🍴 Food
Hana Financial Group,$9.09 B,South Korea,$31.57,0.73%,-7.39%,💳 Financial services
On Holding,$9.10 B,Switzerland,$28.63,1.27%,60.21%,"🎾 Sports goods, 👟 Footwear"
Wharf Holdings,$9.09 B,Hong Kong,$2.98,2.88%,3.83%,🏠 Real estate
American Airlines,$8.99 B,USA,$13.76,-1.08%,1.18%,"✈️ Airlines, 🌴 Travel, 🚚 Transportation"
IMCD,$9.07 B,Netherlands,$159.62,1.51%,4.31%,🧪 Chemicals
China Zheshang Bank,$9.29 B,China,$0.26,-0.99%,-29.73%,"🏦 Banks, 💳 Financial services"
PUMA,$9.05 B,Germany,$60.44,0.29%,12.76%,"👚 Clothing, 🎾 Sports goods, 👟 Footwear"
SG Holdings,$9.06 B,Japan,$14.50,0.07%,-3.01%,N/A
Bio-Rad Laboratories,$8.87 B,USA,$304.13,-1.95%,-27.61%,⚕️ Healthcare
Everbright Securities Company,$9.01 B,Hong Kong,$0.67,-2.07%,-5.63%,💳 Financial services
Red Eléctrica,$9.06 B,Spain,$16.80,1.01%,-5.94%,"🔋 Electricity, ⚡ Energy, 🛣️ Infrastructure"
Cleveland-Cliffs,$8.77 B,USA,$17.38,0.29%,7.55%,"🔩 Steel producers, 🔩 Steel industry"
Ally,$9.07 B,USA,$30.08,2.42%,21.14%,"🏦 Banks, 💳 Financial services"
President Chain Store (PSCS),$8.96 B,Taiwan,$8.62,0.56%,-3.47%,"🛍️ Retail, 🛒 Supermarket Chains"
Mondi,$8.94 B,UK,$18.42,-1.51%,3.19%,"📄 Pulp and paper, 🏭 Manufacturing"
Birkenstock,$8.99 B,Germany,$47.91,1.08%,N/A,👟 Footwear
TD Synnex,$9.05 B,USA,$100.57,1.75%,2.27%,N/A
Euronext,$8.92 B,Netherlands,$83.85,0.84%,13.94%,"💳 Financial services, 🏛 Stock exchanges, 🏛 Stock/Crypto exchanges"
Grifols,$9.13 B,Spain,$10.37,1.17%,33.46%,"💊 Pharmaceuticals, 🧬 Biotech"
Indutrade,$8.88 B,Sweden,$24.38,0.84%,17.49%,🏭 Manufacturing
Origin Energy,$8.88 B,Australia,$5.16,-1.38%,-2.46%,"🔋 Electricity, 🚰 Utility companies, ⚡ Energy"
Hero MotoCorp,$8.91 B,India,$44.58,-1.51%,32.96%,"🏍 Motorcycle Manufacturers, 🏭 Manufacturing"
Keppel,$8.89 B,Singapore,$5.05,1.04%,-8.35%,💰 Investment
Taiwan Mobile,$8.89 B,Taiwan,$3.15,-0.30%,1.29%,📡 Telecommunication
Sainsbury's,$8.79 B,UK,$3.71,1.62%,35.40%,"🛍️ Retail, 🛒 Supermarket Chains"
United Spirits,$8.89 B,India,$12.54,-1.93%,9.52%,"🍷 Alcoholic beverages, 🥤 Beverages"
JSW Energy,$8.89 B,India,$5.42,-1.42%,48.09%,"🔋 Electricity, ⚡ Energy"
Delivery Hero,$8.89 B,Germany,$33.83,0.42%,-21.07%,"🖥️ Internet, 👩‍💻 Tech, 🍴 Food, 🥡 Food Delivery"
kyowa Kirin,$8.88 B,Japan,$16.52,-1.12%,-26.61%,"💊 Pharmaceuticals, 🧬 Biotech"
Ooredoo,$8.86 B,eu United Arab Emirates,$2.77,0.00%,27.06%,📡 Telecommunication
Stantec,$8.81 B,Canada,$77.32,-0.59%,59.23%,"💼 Professional services, 👷 Engineering"
Robert Half,$8.79 B,USA,$83.09,0.00%,13.81%,"💼 Professional services, 💼 Staffing & Employment Services"
Barry Callebaut,$8.93 B,Switzerland,"$1,632",1.49%,-15.95%,🍴 Food
Genting Singapore,$8.81 B,Singapore,$0.73,2.62%,12.31%,"🏨 Hotels, Entertainment, 🌴 Travel"
The Toro Company,$8.74 B,USA,$84.23,0.29%,-24.03%,N/A
Spirax-Sarco Engineering,$8.80 B,UK,$119.32,0.92%,-9.78%,"👷 Engineering, 🏭 Manufacturing"
Assurant,$8.81 B,USA,$167.68,0.00%,28.95%,🏦 Insurance
Match Group,$8.72 B,USA,$32.10,-0.43%,-27.10%,"🖥️ Internet, 👩‍💻 Tech, ❤️ Online Dating"
Tetra Tech,$8.82 B,USA,$165.74,0.41%,7.89%,"💼 Professional services, 👷 Engineering"
TIM S.A.,$8.79 B,Brazil,$18.16,1.00%,52.48%,📡 Telecommunication
Churchill Downs,$8.94 B,USA,$119.89,2.73%,9.25%,N/A
Ooredoo Q.P.S.C.,$8.79 B,eu Qatar,$2.75,-0.54%,8.27%,📡 Telecommunication
Evonik Industries,$8.79 B,Germany,$18.87,0.34%,0.86%,🧪 Chemicals
ST Engineering,$8.75 B,Singapore,$2.81,1.89%,14.23%,👷 Engineering
Medpace,$8.68 B,USA,$283.19,0.62%,34.94%,"💊 Pharmaceuticals, 🧬 Biotech"
Pershing Square Holdings,$8.78 B,USA,$40.72,0.07%,16.36%,💰 Investment
Jardine Cycle & Carriage,$8.71 B,Singapore,$22.06,0.95%,6.16%,💰 Investment
Leonardo,$8.59 B,Italy,$14.95,1.99%,83.44%,"🚀 Aerospace, 🔫 Defense contractors"
BJ's Wholesale Club,$8.79 B,USA,$65.92,0.96%,-5.60%,🛍️ Retail
Paylocity,$8.55 B,USA,$152.35,-0.76%,-25.60%,"👨‍💻 Software, 👩‍💻 Tech"
CPFL Energia,$8.66 B,Brazil,$7.52,0.14%,21.29%,"🔋 Electricity, 🚰 Utility companies, ⚡ Energy"
AGCO,$8.69 B,USA,$116.06,1.32%,-14.11%,"🚜 Agriculture, 🏭 Manufacturing"
SKF (Svenska Kullagerfabriken),$8.75 B,Sweden,$19.55,-0.64%,20.53%,N/A
JFE Holdings,$8.70 B,Japan,$14.37,-1.99%,25.50%,"🔩 Steel producers, 🔩 Steel industry"
Japan Airlines,$8.69 B,Japan,$19.90,0.58%,-1.24%,"✈️ Airlines, 🌴 Travel, 🚚 Transportation"
SIG Combibloc,$8.69 B,Switzerland,$22.75,0.40%,2.85%,📦 Packaging
SBI Card,$8.66 B,India,$9.12,-0.98%,-7.88%,💳 Financial services
Chemed,$8.60 B,USA,$573.18,0.37%,9.79%,⚕️ Healthcare
Unilever Indonesia,$8.63 B,Indonesia,$0.23,-1.68%,-23.33%,"🍴 Food, 🛍 Consumer goods"
SRF Limited,$8.61 B,India,$29.07,-0.78%,0.28%,N/A
Pinnacle West Capital,$8.53 B,USA,$75.30,-0.99%,-3.19%,"🔋 Electricity, 🚰 Utility companies, ⚡ Energy"
Penumbra,$8.64 B,USA,$224.04,0.38%,-1.85%,Medical devices
Autoliv,$8.53 B,Sweden,$101.41,-0.18%,24.69%,🚘 Automotive Suppliers
Fisher & Paykel Healthcare,$8.55 B,New Zealand,$14.70,0.63%,0.00%,"⚕️ Healthcare, Medical devices"
Rakuten,$8.59 B,Japan,$4.02,-0.62%,-15.72%,"🛒 E-Commerce, 🖥️ Internet, 👩‍💻 Tech"
Gecina,$8.57 B,France,$115.58,-0.46%,15.18%,"🏠 Real estate, 💰 Investment"
(HLBank) Hong Leong Bank,$8.55 B,Malaysia,$4.10,0.21%,-11.83%,"🏦 Banks, 💳 Financial services"
Vail Resorts,$8.57 B,USA,$225.87,4.12%,-10.09%,"🏨 Hotels, 🌴 Travel"
Yonyou,$8.56 B,China,$2.50,4.06%,-22.12%,"👨‍💻 Software, 👩‍💻 Tech"
ICICI Lombard,$8.54 B,India,$17.39,0.00%,14.48%,🏦 Insurance
Schroders,$8.55 B,UK,$5.31,1.64%,-2.93%,"💰 Investment, Asset Management"
Yamaha Motor,$8.55 B,Japan,$25.88,-2.05%,5.50%,"🏍 Motorcycle Manufacturers, 🏭 Manufacturing"
Ralph Lauren,$8.51 B,USA,$131.76,0.45%,17.51%,👚 Clothing
Reece Group,$8.50 B,Australia,$13.17,0.81%,35.35%,"🛍️ Retail, 🏠 Home & Kitchen Appliances"
T&D Holdings,$8.54 B,Japan,$15.93,-1.54%,39.01%,🏦 Insurance
Lattice Semiconductor,$8.51 B,USA,$61.71,0.72%,-13.98%,"📟 Semiconductors, 👩‍💻 Tech, 🏭 Manufacturing, 💻 Tech Hardware"
Brookfield Property Partners,$8.47 B,Bermuda,$12.83,0.23%,-24.40%,🏠 Real estate
IDBI Bank,$8.51 B,India,$0.79,-1.64%,11.27%,"🏦 Banks, 💳 Financial services"
Kasikornbank,$8.57 B,Thailand,$3.62,-0.39%,-11.06%,"🏦 Banks, 💳 Financial services"
Hong Kong Telecom,$8.51 B,Hong Kong,$1.12,1.39%,-8.20%,📡 Telecommunication
CyberArk,$8.39 B,Israel,$201.06,-0.47%,43.44%,"👨‍💻 Software, 👩‍💻 Tech, 🔒 IT security"
FinecoBank,$8.51 B,Italy,$13.95,0.94%,-14.73%,💳 Financial services
Samsung Electro-Mechanics,$8.50 B,South Korea,$53.70,1.88%,5.01%,🔌 Electronics
Dolby,$8.51 B,USA,$89.38,1.46%,21.19%,N/A
monday.com,$8.45 B,Israel,$175.03,0.55%,61.18%,"👨‍💻 Software, 👩‍💻 Tech"
PMetal (Press Metal Aluminium),$8.46 B,Malaysia,$1.03,0.42%,-6.36%,Aluminum
Procore,$8.42 B,USA,$58.72,0.31%,17.14%,"👨‍💻 Software, 🏗 Construction, 👩‍💻 Tech"
Toppan,$8.48 B,Japan,$26.34,-5.26%,76.90%,N/A
Unimicron,$8.46 B,Taiwan,$5.55,3.56%,13.73%,"👩‍💻 Tech, 🔌 Electronics, 💻 Tech Hardware"
Rumo,$8.34 B,Brazil,$4.50,-0.98%,33.53%,🚂 Railways
Yara International,$8.45 B,Norway,$33.19,0.75%,-22.20%,🧪 Chemicals
Bath & Body Works,$8.48 B,USA,$37.57,1.51%,-10.87%,🛍️ Retail
Abu Dhabi Ports,$8.45 B,eu United Arab Emirates,$1.66,-1.45%,6.41%,"⚓ Ports, 🛣️ Infrastructure"
Ono Pharmaceutical,$8.45 B,Japan,$17.68,-1.75%,-29.51%,"💊 Pharmaceuticals, 🧬 Biotech"
Liberty Media,$8.26 B,USA,$26.17,-2.22%,-43.12%,"📰 Media/Press, Entertainment"
Gjensidige Forsikring,$8.46 B,Norway,$16.94,0.82%,-11.12%,🏦 Insurance
Wistron Corporation,$8.43 B,Taiwan,$2.95,-0.86%,224.18%,"🔌 Electronics, 🏭 Manufacturing"
Elia Group,$8.50 B,Belgium,$115.69,6.88%,-19.74%,"🔋 Electricity, ⚡ Energy"
Pearson,$8.46 B,UK,$12.08,1.68%,6.62%,🎓 Education
Hainan Airlines,$8.57 B,China,$0.17,-1.14%,-37.86%,"✈️ Airlines, 🌴 Travel, 🚚 Transportation"
Aluar Aluminio Argentino,$8.44 B,ar Argentina,$3.01,7.08%,189.42%,Aluminum
Yandex,$8.39 B,Netherlands,$25.49,0.26%,N/A,"🖥️ Internet, 👩‍💻 Tech"
Bupa Arabia for Cooperative Insurance Company,$8.43 B,Saudi Arabia,$56.20,1.54%,58.94%,🏦 Insurance
Croda International,$8.38 B,UK,$60.01,1.99%,-27.14%,🧪 Chemicals
Banco BPM,$8.12 B,Italy,$5.38,1.20%,62.54%,"🏦 Banks, 💳 Financial services"
Meridian Energy,$8.37 B,New Zealand,$3.17,0.84%,1.28%,"🔋 Electricity, 🚰 Utility companies, ⚡ Energy"
Jindal Steel & Power,$8.39 B,India,$8.23,0.33%,20.85%,"🔩 Steel producers, 🔩 Steel industry"
Universal Display Corporation,$8.29 B,USA,$175.25,0.01%,52.19%,🔌 Electronics
Sagax,$8.39 B,Sweden,$24.32,-1.83%,6.02%,"🏠 Real estate, 💰 Investment, 🏘️ REITs"
Sino Land,$8.37 B,Hong Kong,$1.02,0.25%,-19.05%,🏠 Real estate
Unum,$8.35 B,USA,$42.83,0.47%,5.78%,🏦 Insurance
Vipshop,$8.27 B,China,$15.27,-1.10%,17.46%,"🛒 E-Commerce, 🛍️ Retail, 🖥️ Internet, 👩‍💻 Tech"
Sarepta Therapeutics,$8.14 B,USA,$87.03,-1.56%,-27.07%,"💊 Pharmaceuticals, 🧬 Biotech"
GarantiBank,$8.38 B,Turkey,$2.00,-2.86%,43.88%,"🏦 Banks, 💳 Financial services"
Torrent Pharmaceuticals,$8.33 B,India,$24.64,-2.24%,24.76%,💊 Pharmaceuticals
CG Power and Industrial Solutions,$8.33 B,India,$5.46,-0.32%,62.50%,"⚙️ Machinery manufacturing, 🏙 Conglomerate, 🏭 Manufacturing"
AptarGroup,$8.37 B,USA,$127.32,0.66%,17.97%,N/A
Central Pattana,$8.37 B,Thailand,$1.87,-0.38%,-7.88%,N/A
Wärtsilä,$8.29 B,Finland,$14.08,0.85%,65.84%,"⚙️ Machinery manufacturing, 🏭 Manufacturing"
Osaka Gas,$8.30 B,Japan,$19.99,0.28%,30.74%,🚰 Utility companies
Tube Investments of India,$8.29 B,India,$42.88,4.74%,21.71%,🏭 Manufacturing
HMM,$8.26 B,South Korea,$12.00,0.64%,-24.39%,"🚚 Transportation, 🚢 Container shipping, 🚢 Maritime transportation"
Carl Zeiss Meditec,$8.12 B,Germany,$90.65,1.82%,-29.90%,N/A
Curtiss-Wright,$8.24 B,USA,$215.59,0.39%,25.50%,N/A
Indofood CBP,$8.25 B,Indonesia,$0.71,3.05%,9.23%,🍴 Food
Toast,$8.29 B,USA,$15.35,1.93%,-19.04%,"👨‍💻 Software, 👩‍💻 Tech"
Intertek,$8.23 B,UK,$51.01,0.27%,3.11%,💼 Professional services
SK Telecom,$8.19 B,South Korea,$21.11,-0.94%,-0.14%,📡 Telecommunication
Saputo,$8.22 B,Canada,$19.43,-1.38%,-22.87%,"🍴 Food, 🥛 Dairy companies"
Regal Rexnord,$8.21 B,USA,$123.76,0.37%,2.77%,🔌 Electronics
Marico,$8.22 B,India,$6.36,-0.57%,2.42%,🛍 Consumer goods
“K” Line,$8.23 B,Japan,$34.74,-3.65%,88.80%,"🚚 Transportation, 🚢 Container shipping, 🚢 Maritime transportation"
Türkiye Is Bankasi,$8.28 B,Turkey,$0.77,-0.80%,42.59%,"🏦 Banks, 💳 Financial services"
TechnipFMC,$8.23 B,UK,$18.92,0.96%,62.40%,"🛢 Oil&Gas, ⚡ Energy"
Webster Financial,$8.24 B,USA,$47.90,1.94%,1.01%,"🏦 Banks, 💳 Financial services"
Federal Realty Investment Trust,$8.15 B,USA,$99.12,0.11%,-7.98%,"🏠 Real estate, 💰 Investment, 🏘️ REITs"
Hochtief,$8.13 B,Germany,$108.03,-0.40%,89.23%,🏗 Construction
WESCO International,$8.22 B,USA,$160.96,2.07%,30.55%,N/A
Guidewire Software,$8.02 B,USA,$97.89,-0.97%,56.15%,N/A
Omron,$8.13 B,Japan,$41.23,-1.62%,-18.50%,🔌 Electronics
Chewy,$8.33 B,USA,$19.34,0.57%,-53.92%,"🛒 E-Commerce, 🖥️ Internet, 👩‍💻 Tech"
Sino Biopharmaceutical,$8.11 B,China,$0.43,-0.30%,-25.86%,💊 Pharmaceuticals
